,coverage,num,experiment
49,0.030553267242848528,89,uniform_biased_grid-walk_biased_multiple_testing
50,0.02684626345400087,89,uniform_biased_RRT_biased_filter_testing
51,0.04548326331847802,89,uniform_biased_RRT_biased_no_filter_testing
52,0.04273822144438837,89,uniform_biased_RRT_biased_filter_wide_testing
53,0.02981960689814914,89,uniform_biased_grid-walk_biased_single_testing
54,0.031080903728816996,89,uniform_biased___testing
55,0.04356169481747913,89,uniform_biased_RRT_biased_no_fitler_wide_testing
56,0.026086620534410236,98,uniform_biased_grid-walk_biased_multiple_testing
57,0.02678572411809896,98,uniform_biased_RRT_biased_filter_testing
58,0.03491870376301643,98,uniform_biased_RRT_biased_no_filter_testing
59,0.02896762269274537,98,uniform_biased_RRT_biased_filter_wide_testing
60,0.02731395444057579,98,uniform_biased_grid-walk_biased_single_testing
61,0.031790964639366814,98,uniform_biased___testing
62,0.03786080905038759,98,uniform_biased_RRT_biased_no_fitler_wide_testing
63,0.025843368991528108,79,uniform_biased_grid-walk_biased_multiple_testing
64,0.029366147916740505,79,uniform_biased_RRT_biased_filter_testing
65,0.04975137930059027,79,uniform_biased_RRT_biased_no_filter_testing
66,0.027536453429386317,79,uniform_biased_RRT_biased_filter_wide_testing
67,0.026815804202403308,79,uniform_biased_grid-walk_biased_single_testing
68,0.03231576544569044,79,uniform_biased___testing
69,0.04005032015233201,79,uniform_biased_RRT_biased_no_fitler_wide_testing
70,0.02741829066135939,56,uniform_biased_grid-walk_biased_multiple_testing
71,0.02907527597077396,56,uniform_biased_RRT_biased_filter_testing
72,0.04240032537542284,56,uniform_biased_RRT_biased_no_filter_testing
73,0.03008033577214457,56,uniform_biased_RRT_biased_filter_wide_testing
74,0.02682869240711435,56,uniform_biased_grid-walk_biased_single_testing
75,0.03175652553228192,56,uniform_biased___testing
76,0.03882653103712881,56,uniform_biased_RRT_biased_no_fitler_wide_testing
77,0.027519285666811152,76,uniform_biased_grid-walk_biased_multiple_testing
78,0.026272990523953856,76,uniform_biased_RRT_biased_filter_testing
79,0.04753522662296119,76,uniform_biased_RRT_biased_no_filter_testing
80,0.029136518678667362,76,uniform_biased_RRT_biased_filter_wide_testing
81,0.02624376634709942,76,uniform_biased_grid-walk_biased_single_testing
82,0.032051992583284575,76,uniform_biased___testing
83,0.0321260427320349,76,uniform_biased_RRT_biased_no_fitler_wide_testing
84,0.02992579105020535,26,uniform_biased_grid-walk_biased_multiple_testing
85,0.035292856405592495,26,uniform_biased_RRT_biased_filter_testing
86,0.03674786383025911,26,uniform_biased_RRT_biased_no_filter_testing
87,0.02745643623933771,26,uniform_biased_RRT_biased_filter_wide_testing
88,0.02683013926664849,26,uniform_biased_grid-walk_biased_single_testing
89,0.03253361886108064,26,uniform_biased___testing
90,0.036677508937049096,26,uniform_biased_RRT_biased_no_fitler_wide_testing
91,0.027343500199624463,41,uniform_biased_grid-walk_biased_multiple_testing
92,0.028335900424073406,41,uniform_biased_RRT_biased_filter_testing
93,0.04849763918606851,41,uniform_biased_RRT_biased_no_filter_testing
94,0.030752944499345698,41,uniform_biased_RRT_biased_filter_wide_testing
95,0.025989000885397223,41,uniform_biased_grid-walk_biased_single_testing
96,0.03132187028287153,41,uniform_biased___testing
97,0.03083573808811584,41,uniform_biased_RRT_biased_no_fitler_wide_testing
98,0.02642548527940287,92,uniform_biased_grid-walk_biased_multiple_testing
99,0.02826555491428572,92,uniform_biased_RRT_biased_filter_testing
100,0.0336048581018528,92,uniform_biased_RRT_biased_no_filter_testing
101,0.028434268888388868,92,uniform_biased_RRT_biased_filter_wide_testing
102,0.026594268161191936,92,uniform_biased_grid-walk_biased_single_testing
103,0.032712099421671574,92,uniform_biased___testing
104,0.03681628033488633,92,uniform_biased_RRT_biased_no_fitler_wide_testing
105,0.02741673440021981,18,uniform_biased_grid-walk_biased_multiple_testing
106,0.03269308901089574,18,uniform_biased_RRT_biased_filter_testing
107,0.034601057080221424,18,uniform_biased_RRT_biased_no_filter_testing
108,0.02966434688837724,18,uniform_biased_RRT_biased_filter_wide_testing
109,0.02640732577263858,18,uniform_biased_grid-walk_biased_single_testing
110,0.032033897114242496,18,uniform_biased___testing
111,0.031320074276467415,18,uniform_biased_RRT_biased_no_fitler_wide_testing
112,0.029569118691899543,78,uniform_biased_grid-walk_biased_multiple_testing
113,0.03126457664551943,78,uniform_biased_RRT_biased_filter_testing
114,0.05284781544104592,78,uniform_biased_RRT_biased_no_filter_testing
115,0.027189548274513198,78,uniform_biased_RRT_biased_filter_wide_testing
116,0.026485298835783554,78,uniform_biased_grid-walk_biased_single_testing
117,0.032835612573214865,78,uniform_biased___testing
118,0.04077939835619165,78,uniform_biased_RRT_biased_no_fitler_wide_testing
119,0.02675286181542752,24,uniform_biased_grid-walk_biased_multiple_testing
120,0.02731784904541296,24,uniform_biased_RRT_biased_filter_testing
121,0.035955942253554966,24,uniform_biased_RRT_biased_no_filter_testing
122,0.03329478331436119,24,uniform_biased_RRT_biased_filter_wide_testing
123,0.026008705180058826,24,uniform_biased_grid-walk_biased_single_testing
124,0.03083488731722132,24,uniform_biased___testing
125,0.03223270854179172,24,uniform_biased_RRT_biased_no_fitler_wide_testing
126,0.02914584918564284,63,uniform_biased_grid-walk_biased_multiple_testing
127,0.027179870319296005,63,uniform_biased_RRT_biased_filter_testing
128,0.047642886301478345,63,uniform_biased_RRT_biased_no_filter_testing
129,0.027643288764416046,63,uniform_biased_RRT_biased_filter_wide_testing
130,0.026588104911030745,63,uniform_biased_grid-walk_biased_single_testing
131,0.03205824148896595,63,uniform_biased___testing
132,0.03307015214834309,63,uniform_biased_RRT_biased_no_fitler_wide_testing
133,0.026475253659183955,48,uniform_biased_grid-walk_biased_multiple_testing
134,0.03137545081569592,48,uniform_biased_RRT_biased_filter_testing
135,0.043120281973625434,48,uniform_biased_RRT_biased_no_filter_testing
136,0.02924020669503499,48,uniform_biased_RRT_biased_filter_wide_testing
137,0.02550515454835159,48,uniform_biased_grid-walk_biased_single_testing
138,0.031836624898211735,48,uniform_biased___testing
139,0.04272552599274781,48,uniform_biased_RRT_biased_no_fitler_wide_testing
140,0.02780443929098251,23,uniform_biased_grid-walk_biased_multiple_testing
141,0.029065379356056964,23,uniform_biased_RRT_biased_filter_testing
142,0.06049951734387384,23,uniform_biased_RRT_biased_no_filter_testing
143,0.02912607166893995,23,uniform_biased_RRT_biased_filter_wide_testing
144,0.027662617888753915,23,uniform_biased_grid-walk_biased_single_testing
145,0.030917032501403652,23,uniform_biased___testing
146,0.0391707555628921,23,uniform_biased_RRT_biased_no_fitler_wide_testing
147,0.028816286301618005,66,uniform_biased_grid-walk_biased_multiple_testing
148,0.031088859873859055,66,uniform_biased_RRT_biased_filter_testing
149,0.046588981058601237,66,uniform_biased_RRT_biased_no_filter_testing
150,0.027613981885035315,66,uniform_biased_RRT_biased_filter_wide_testing
151,0.026900081558306012,66,uniform_biased_grid-walk_biased_single_testing
152,0.03306586974745199,66,uniform_biased___testing
153,0.039831161813283396,66,uniform_biased_RRT_biased_no_fitler_wide_testing
154,0.028225880941048064,58,uniform_biased_grid-walk_biased_multiple_testing
155,0.026928525776206594,58,uniform_biased_RRT_biased_filter_testing
156,0.0512595241563607,58,uniform_biased_RRT_biased_no_filter_testing
157,0.027702110040112676,58,uniform_biased_RRT_biased_filter_wide_testing
158,0.02669129980992241,58,uniform_biased_grid-walk_biased_single_testing
159,0.03192539673314061,58,uniform_biased___testing
160,0.04131194694175955,58,uniform_biased_RRT_biased_no_fitler_wide_testing
161,0.027103763219405348,9,uniform_biased_grid-walk_biased_multiple_testing
162,0.031078878979390663,9,uniform_biased_RRT_biased_filter_testing
163,0.051302969022002105,9,uniform_biased_RRT_biased_no_filter_testing
164,0.02930087482637035,9,uniform_biased_RRT_biased_filter_wide_testing
165,0.027018269675873778,9,uniform_biased_grid-walk_biased_single_testing
166,0.032320564470748436,9,uniform_biased___testing
167,0.035614939974347344,9,uniform_biased_RRT_biased_no_fitler_wide_testing
168,0.027501210839320993,83,uniform_biased_grid-walk_biased_multiple_testing
169,0.027655934006379796,83,uniform_biased_RRT_biased_filter_testing
170,0.03278484985014606,83,uniform_biased_RRT_biased_no_filter_testing
171,0.03258628105800766,83,uniform_biased_RRT_biased_filter_wide_testing
172,0.02595509029154315,83,uniform_biased_grid-walk_biased_single_testing
173,0.03160499879364382,83,uniform_biased___testing
174,0.038007425024096264,83,uniform_biased_RRT_biased_no_fitler_wide_testing
175,0.02704877296572319,44,uniform_biased_grid-walk_biased_multiple_testing
176,0.02793170492708577,44,uniform_biased_RRT_biased_filter_testing
177,0.040890371648768555,44,uniform_biased_RRT_biased_no_filter_testing
178,0.02938311645130899,44,uniform_biased_RRT_biased_filter_wide_testing
179,0.027303898569383585,44,uniform_biased_grid-walk_biased_single_testing
180,0.03089760667540603,44,uniform_biased___testing
181,0.032523816397030336,44,uniform_biased_RRT_biased_no_fitler_wide_testing
182,0.026996537881154994,10,uniform_biased_grid-walk_biased_multiple_testing
183,0.030695502067556505,10,uniform_biased_RRT_biased_filter_testing
184,0.03786001958484292,10,uniform_biased_RRT_biased_no_filter_testing
185,0.030937752711176155,10,uniform_biased_RRT_biased_filter_wide_testing
186,0.028206504496311312,10,uniform_biased_grid-walk_biased_single_testing
187,0.03164335602817448,10,uniform_biased___testing
188,0.0416116605196646,10,uniform_biased_RRT_biased_no_fitler_wide_testing
189,0.02818663610019603,99,uniform_biased_grid-walk_biased_multiple_testing
190,0.03043392433387452,99,uniform_biased_RRT_biased_filter_testing
191,0.04866198245129313,99,uniform_biased_RRT_biased_no_filter_testing
192,0.02930347089773056,99,uniform_biased_RRT_biased_filter_wide_testing
193,0.026478468006440745,99,uniform_biased_grid-walk_biased_single_testing
194,0.032194346854834716,99,uniform_biased___testing
195,0.03762285197477626,99,uniform_biased_RRT_biased_no_fitler_wide_testing
196,0.02732636440720186,15,uniform_biased_grid-walk_biased_multiple_testing
197,0.026150107516959956,15,uniform_biased_RRT_biased_filter_testing
198,0.03821787678157491,15,uniform_biased_RRT_biased_no_filter_testing
199,0.02746867270961768,15,uniform_biased_RRT_biased_filter_wide_testing
200,0.027100553096270807,15,uniform_biased_grid-walk_biased_single_testing
201,0.03137823055017589,15,uniform_biased___testing
202,0.03795834388157197,15,uniform_biased_RRT_biased_no_fitler_wide_testing
203,0.026439443992584598,73,uniform_biased_grid-walk_biased_multiple_testing
204,0.02633087452199636,73,uniform_biased_RRT_biased_filter_testing
205,0.03221027523744946,73,uniform_biased_RRT_biased_no_filter_testing
206,0.03196484188424477,73,uniform_biased_RRT_biased_filter_wide_testing
207,0.027044402790428548,73,uniform_biased_grid-walk_biased_single_testing
208,0.03195242975148942,73,uniform_biased___testing
209,0.03693461071303958,73,uniform_biased_RRT_biased_no_fitler_wide_testing
210,0.027579655062713454,49,uniform_biased_grid-walk_biased_multiple_testing
211,0.036945648476801256,49,uniform_biased_RRT_biased_filter_testing
212,0.0371880764422213,49,uniform_biased_RRT_biased_no_filter_testing
213,0.02979235149504624,49,uniform_biased_RRT_biased_filter_wide_testing
214,0.02581901127618252,49,uniform_biased_grid-walk_biased_single_testing
215,0.03192889526384306,49,uniform_biased___testing
216,0.032162708980120906,49,uniform_biased_RRT_biased_no_fitler_wide_testing
217,0.027826264735500355,71,uniform_biased_grid-walk_biased_multiple_testing
218,0.03148679860609106,71,uniform_biased_RRT_biased_filter_testing
219,0.04041883722202795,71,uniform_biased_RRT_biased_no_filter_testing
220,0.027402196020185676,71,uniform_biased_RRT_biased_filter_wide_testing
221,0.02672955164947535,71,uniform_biased_grid-walk_biased_single_testing
222,0.03161853806403801,71,uniform_biased___testing
223,0.04952286425620405,71,uniform_biased_RRT_biased_no_fitler_wide_testing
224,0.02768838047555665,27,uniform_biased_grid-walk_biased_multiple_testing
225,0.026440425046158362,27,uniform_biased_RRT_biased_filter_testing
226,0.03865295741200581,27,uniform_biased_RRT_biased_no_filter_testing
227,0.027296930686553464,27,uniform_biased_RRT_biased_filter_wide_testing
228,0.027470488638144674,27,uniform_biased_grid-walk_biased_single_testing
229,0.031125640261250174,27,uniform_biased___testing
230,0.0305598234659553,27,uniform_biased_RRT_biased_no_fitler_wide_testing
231,0.028277195450753412,53,uniform_biased_grid-walk_biased_multiple_testing
232,0.029237204192223903,53,uniform_biased_RRT_biased_filter_testing
233,0.04017954197923813,53,uniform_biased_RRT_biased_no_filter_testing
234,0.03020460798031649,53,uniform_biased_RRT_biased_filter_wide_testing
235,0.02671289716363484,53,uniform_biased_grid-walk_biased_single_testing
236,0.031338814890434025,53,uniform_biased___testing
237,0.03639294591253659,53,uniform_biased_RRT_biased_no_fitler_wide_testing
238,0.02702522105817749,3,uniform_biased_grid-walk_biased_multiple_testing
239,0.029377297798157623,3,uniform_biased_RRT_biased_filter_testing
240,0.044868995489767645,3,uniform_biased_RRT_biased_no_filter_testing
241,0.028368723143506372,3,uniform_biased_RRT_biased_filter_wide_testing
242,0.028211870384381676,3,uniform_biased_grid-walk_biased_single_testing
243,0.03171991068622643,3,uniform_biased___testing
244,0.03945656133640365,3,uniform_biased_RRT_biased_no_fitler_wide_testing
245,0.02927074987731969,16,uniform_biased_grid-walk_biased_multiple_testing
246,0.026429388915189783,16,uniform_biased_RRT_biased_filter_testing
247,0.03792633582789192,16,uniform_biased_RRT_biased_no_filter_testing
248,0.03096654173940881,16,uniform_biased_RRT_biased_filter_wide_testing
249,0.02622580142841615,16,uniform_biased_grid-walk_biased_single_testing
250,0.03281947746200076,16,uniform_biased___testing
251,0.038354695131580886,16,uniform_biased_RRT_biased_no_fitler_wide_testing
252,0.02896436738220017,67,uniform_biased_grid-walk_biased_multiple_testing
253,0.026329665362105716,67,uniform_biased_RRT_biased_filter_testing
254,0.041788962926728214,67,uniform_biased_RRT_biased_no_filter_testing
255,0.029627020932185194,67,uniform_biased_RRT_biased_filter_wide_testing
256,0.027011490404503433,67,uniform_biased_grid-walk_biased_single_testing
257,0.03169453086726009,67,uniform_biased___testing
258,0.03487664282163076,67,uniform_biased_RRT_biased_no_fitler_wide_testing
259,0.028291044702114677,74,uniform_biased_grid-walk_biased_multiple_testing
260,0.0284065289555056,74,uniform_biased_RRT_biased_filter_testing
261,0.0472470966615614,74,uniform_biased_RRT_biased_no_filter_testing
262,0.027494175915174505,74,uniform_biased_RRT_biased_filter_wide_testing
263,0.02696451800504037,74,uniform_biased_grid-walk_biased_single_testing
264,0.03193466782609981,74,uniform_biased___testing
265,0.03956664457876692,74,uniform_biased_RRT_biased_no_fitler_wide_testing
266,0.028318867271092493,69,uniform_biased_grid-walk_biased_multiple_testing
267,0.027988340756549712,69,uniform_biased_RRT_biased_filter_testing
268,0.0473567360358043,69,uniform_biased_RRT_biased_no_filter_testing
269,0.02708101350737316,69,uniform_biased_RRT_biased_filter_wide_testing
270,0.029596478836680068,69,uniform_biased_grid-walk_biased_single_testing
271,0.03073326298657554,69,uniform_biased___testing
272,0.03471850789601888,69,uniform_biased_RRT_biased_no_fitler_wide_testing
273,0.02821864177747111,52,uniform_biased_grid-walk_biased_multiple_testing
274,0.031194383098309037,52,uniform_biased_RRT_biased_filter_testing
275,0.04500997122734716,52,uniform_biased_RRT_biased_no_filter_testing
276,0.030362462516299222,52,uniform_biased_RRT_biased_filter_wide_testing
277,0.026447525349809712,52,uniform_biased_grid-walk_biased_single_testing
278,0.031683138476471036,52,uniform_biased___testing
279,0.040291849770758316,52,uniform_biased_RRT_biased_no_fitler_wide_testing
280,0.027202858726352575,80,uniform_biased_grid-walk_biased_multiple_testing
281,0.026190598003661785,80,uniform_biased_RRT_biased_filter_testing
282,0.04025533473789286,80,uniform_biased_RRT_biased_no_filter_testing
283,0.02823705394180082,80,uniform_biased_RRT_biased_filter_wide_testing
284,0.027126483269372927,80,uniform_biased_grid-walk_biased_single_testing
285,0.032716225277537606,80,uniform_biased___testing
286,0.03515476262429178,80,uniform_biased_RRT_biased_no_fitler_wide_testing
287,0.029386327998372458,34,uniform_biased_grid-walk_biased_multiple_testing
288,0.04671342572866282,34,uniform_biased_RRT_biased_filter_testing
289,0.0346998962081133,34,uniform_biased_RRT_biased_no_filter_testing
290,0.026945320435487162,34,uniform_biased_RRT_biased_filter_wide_testing
291,0.027168580239780186,34,uniform_biased_grid-walk_biased_single_testing
292,0.03223153439981151,34,uniform_biased___testing
293,0.035559949016562425,34,uniform_biased_RRT_biased_no_fitler_wide_testing
294,0.026216152896732986,77,uniform_biased_grid-walk_biased_multiple_testing
295,0.030355606463258435,77,uniform_biased_RRT_biased_filter_testing
296,0.04358938793676714,77,uniform_biased_RRT_biased_no_filter_testing
297,0.027321106947204032,77,uniform_biased_RRT_biased_filter_wide_testing
298,0.02688925095958207,77,uniform_biased_grid-walk_biased_single_testing
299,0.031808368551077826,77,uniform_biased___testing
300,0.035357820027967043,77,uniform_biased_RRT_biased_no_fitler_wide_testing
301,0.027847069938301286,8,uniform_biased_grid-walk_biased_multiple_testing
302,0.025458752365924847,8,uniform_biased_RRT_biased_filter_testing
303,0.05664854967522826,8,uniform_biased_RRT_biased_no_filter_testing
304,0.03021880655308521,8,uniform_biased_RRT_biased_filter_wide_testing
305,0.02745262809616221,8,uniform_biased_grid-walk_biased_single_testing
306,0.03193644197484547,8,uniform_biased___testing
307,0.038650060026351025,8,uniform_biased_RRT_biased_no_fitler_wide_testing
308,0.025777260642584184,82,uniform_biased_grid-walk_biased_multiple_testing
309,0.027991921974677324,82,uniform_biased_RRT_biased_filter_testing
310,0.037502442810912064,82,uniform_biased_RRT_biased_no_filter_testing
311,0.02962328770699528,82,uniform_biased_RRT_biased_filter_wide_testing
312,0.026247294029977813,82,uniform_biased_grid-walk_biased_single_testing
313,0.03155695316113989,82,uniform_biased___testing
314,0.03907296030980903,82,uniform_biased_RRT_biased_no_fitler_wide_testing
315,0.027824913080343003,64,uniform_biased_grid-walk_biased_multiple_testing
316,0.02672571292377159,64,uniform_biased_RRT_biased_filter_testing
317,0.03429579531926351,64,uniform_biased_RRT_biased_no_filter_testing
318,0.029955457576274932,64,uniform_biased_RRT_biased_filter_wide_testing
319,0.027706271077374663,64,uniform_biased_grid-walk_biased_single_testing
320,0.03143597523410698,64,uniform_biased___testing
321,0.034791316818609905,64,uniform_biased_RRT_biased_no_fitler_wide_testing
322,0.026570833445857214,97,uniform_biased_grid-walk_biased_multiple_testing
323,0.026914340578178427,97,uniform_biased_RRT_biased_filter_testing
324,0.03453274186429422,97,uniform_biased_RRT_biased_no_filter_testing
325,0.029984267408438847,97,uniform_biased_RRT_biased_filter_wide_testing
326,0.028165845749214862,97,uniform_biased_grid-walk_biased_single_testing
327,0.03138506563363384,97,uniform_biased___testing
328,0.030388988372236258,97,uniform_biased_RRT_biased_no_fitler_wide_testing
329,0.02803349413249885,55,uniform_biased_grid-walk_biased_multiple_testing
330,0.028336006599110238,55,uniform_biased_RRT_biased_filter_testing
331,0.038716717689855476,55,uniform_biased_RRT_biased_no_filter_testing
332,0.028878937897576826,55,uniform_biased_RRT_biased_filter_wide_testing
333,0.028018191295259988,55,uniform_biased_grid-walk_biased_single_testing
334,0.03318418673658258,55,uniform_biased___testing
335,0.048397941001249424,55,uniform_biased_RRT_biased_no_fitler_wide_testing
336,0.025768986546476275,88,uniform_biased_grid-walk_biased_multiple_testing
337,0.028334384601036267,88,uniform_biased_RRT_biased_filter_testing
338,0.03383194104529333,88,uniform_biased_RRT_biased_no_filter_testing
339,0.02881650601442754,88,uniform_biased_RRT_biased_filter_wide_testing
340,0.026286010296031306,88,uniform_biased_grid-walk_biased_single_testing
341,0.031724719417869224,88,uniform_biased___testing
342,0.043613315911924924,88,uniform_biased_RRT_biased_no_fitler_wide_testing
343,0.027109158037956462,60,uniform_biased_grid-walk_biased_multiple_testing
344,0.029318899727281154,60,uniform_biased_RRT_biased_filter_testing
345,0.03769559492696563,60,uniform_biased_RRT_biased_no_filter_testing
346,0.027436816375445074,60,uniform_biased_RRT_biased_filter_wide_testing
347,0.02660097658606775,60,uniform_biased_grid-walk_biased_single_testing
348,0.03232023561351423,60,uniform_biased___testing
349,0.041878389168847625,60,uniform_biased_RRT_biased_no_fitler_wide_testing
350,0.026630428265278852,96,uniform_biased_grid-walk_biased_multiple_testing
351,0.031865709425211726,96,uniform_biased_RRT_biased_filter_testing
352,0.055112728315734986,96,uniform_biased_RRT_biased_no_filter_testing
353,0.03287135339477621,96,uniform_biased_RRT_biased_filter_wide_testing
354,0.02665160348623316,96,uniform_biased_grid-walk_biased_single_testing
355,0.031929785558732104,96,uniform_biased___testing
356,0.03583313113873383,96,uniform_biased_RRT_biased_no_fitler_wide_testing
357,0.03059810639102602,94,uniform_biased_grid-walk_biased_multiple_testing
358,0.026053642073358516,94,uniform_biased_RRT_biased_filter_testing
359,0.043169401516983376,94,uniform_biased_RRT_biased_no_filter_testing
360,0.030447944895038624,94,uniform_biased_RRT_biased_filter_wide_testing
361,0.027343845825043178,94,uniform_biased_grid-walk_biased_single_testing
362,0.03186804411783233,94,uniform_biased___testing
363,0.03274043481466403,94,uniform_biased_RRT_biased_no_fitler_wide_testing
364,0.026933322132995836,33,uniform_biased_grid-walk_biased_multiple_testing
365,0.028299353728660655,33,uniform_biased_RRT_biased_filter_testing
366,0.05521490763285781,33,uniform_biased_RRT_biased_no_filter_testing
367,0.032027441644691367,33,uniform_biased_RRT_biased_filter_wide_testing
368,0.02686881314529255,33,uniform_biased_grid-walk_biased_single_testing
369,0.03131911246564499,33,uniform_biased___testing
370,0.04157537128540471,33,uniform_biased_RRT_biased_no_fitler_wide_testing
371,0.02729368139574744,2,uniform_biased_grid-walk_biased_multiple_testing
372,0.027289055580520142,2,uniform_biased_RRT_biased_filter_testing
373,0.035828733519777084,2,uniform_biased_RRT_biased_no_filter_testing
374,0.03368025846557293,2,uniform_biased_RRT_biased_filter_wide_testing
375,0.026405982867467252,2,uniform_biased_grid-walk_biased_single_testing
376,0.03303831428988855,2,uniform_biased___testing
377,0.03817734533275937,2,uniform_biased_RRT_biased_no_fitler_wide_testing
378,0.028545136776026384,4,uniform_biased_grid-walk_biased_multiple_testing
379,0.02718171128235929,4,uniform_biased_RRT_biased_filter_testing
380,0.04146182207680223,4,uniform_biased_RRT_biased_no_filter_testing
381,0.02719651475173054,4,uniform_biased_RRT_biased_filter_wide_testing
382,0.02685233655608604,4,uniform_biased_grid-walk_biased_single_testing
383,0.031392711133122524,4,uniform_biased___testing
384,0.046768233692935555,4,uniform_biased_RRT_biased_no_fitler_wide_testing
385,0.02626202388170375,47,uniform_biased_grid-walk_biased_multiple_testing
386,0.029106502841089513,47,uniform_biased_RRT_biased_filter_testing
387,0.040777604641578286,47,uniform_biased_RRT_biased_no_filter_testing
388,0.028495098676216832,47,uniform_biased_RRT_biased_filter_wide_testing
389,0.027871911469003224,47,uniform_biased_grid-walk_biased_single_testing
390,0.03066305653822146,47,uniform_biased___testing
391,0.033881023708117214,47,uniform_biased_RRT_biased_no_fitler_wide_testing
392,0.0260594306356756,32,uniform_biased_grid-walk_biased_multiple_testing
393,0.038866399880633215,32,uniform_biased_RRT_biased_filter_testing
394,0.045337204511933155,32,uniform_biased_RRT_biased_no_filter_testing
395,0.02645316783337464,32,uniform_biased_RRT_biased_filter_wide_testing
396,0.02629845044202898,32,uniform_biased_grid-walk_biased_single_testing
397,0.03201886214494528,32,uniform_biased___testing
398,0.03593988777763512,32,uniform_biased_RRT_biased_no_fitler_wide_testing
399,0.027276609415872843,43,uniform_biased_grid-walk_biased_multiple_testing
400,0.027684391985836124,43,uniform_biased_RRT_biased_filter_testing
401,0.03743982535838201,43,uniform_biased_RRT_biased_no_filter_testing
402,0.028455024642755622,43,uniform_biased_RRT_biased_filter_wide_testing
403,0.027532248756063506,43,uniform_biased_grid-walk_biased_single_testing
404,0.031354737451438755,43,uniform_biased___testing
405,0.038489761079840326,43,uniform_biased_RRT_biased_no_fitler_wide_testing
406,0.028570208291197673,87,uniform_biased_grid-walk_biased_multiple_testing
407,0.03465510446333576,87,uniform_biased_RRT_biased_filter_testing
408,0.046719158441771956,87,uniform_biased_RRT_biased_no_filter_testing
409,0.02908218246831965,87,uniform_biased_RRT_biased_filter_wide_testing
410,0.02688962557271866,87,uniform_biased_grid-walk_biased_single_testing
411,0.031275248325503546,87,uniform_biased___testing
412,0.03684922360198083,87,uniform_biased_RRT_biased_no_fitler_wide_testing
413,0.028400692841330812,70,uniform_biased_grid-walk_biased_multiple_testing
