,experiment,num,variance
160,uniform_biased_RRT_biased_filter_testing,63,0.002831044082934245
161,uniform_biased_RRT_biased_filter_testing,64,0.001120895771647482
162,uniform_biased_RRT_biased_filter_testing,65,0.0027645670356413504
163,uniform_biased_RRT_biased_filter_testing,66,0.001763077298823979
164,uniform_biased_RRT_biased_filter_testing,67,0.0016796877692447664
165,uniform_biased_RRT_biased_filter_testing,68,0.0016440251766725155
166,uniform_biased_RRT_biased_filter_testing,69,0.0013639028785397583
167,uniform_biased_RRT_biased_filter_testing,7,0.0025601571600730047
168,uniform_biased_RRT_biased_filter_testing,70,0.0018377912734907445
169,uniform_biased_RRT_biased_filter_testing,71,0.0019688491908007176
170,uniform_biased_RRT_biased_filter_testing,72,0.0021850692994247584
171,uniform_biased_RRT_biased_filter_testing,73,0.001044343302705752
172,uniform_biased_RRT_biased_filter_testing,74,0.001093929648870816
173,uniform_biased_RRT_biased_filter_testing,75,0.0022214373090142206
174,uniform_biased_RRT_biased_filter_testing,76,0.0013860146148487926
175,uniform_biased_RRT_biased_filter_testing,77,0.002063525343017542
176,uniform_biased_RRT_biased_filter_testing,78,0.0023412228691674164
177,uniform_biased_RRT_biased_filter_testing,79,0.002235400347141471
178,uniform_biased_RRT_biased_filter_testing,8,0.0007980768662479825
179,uniform_biased_RRT_biased_filter_testing,80,0.0014615236935986813
180,uniform_biased_RRT_biased_filter_testing,81,0.0023299032396082195
181,uniform_biased_RRT_biased_filter_testing,82,0.0016807325178856886
182,uniform_biased_RRT_biased_filter_testing,83,0.001625667197673712
183,uniform_biased_RRT_biased_filter_testing,84,0.0010485288851104057
184,uniform_biased_RRT_biased_filter_testing,85,0.002005971088946798
185,uniform_biased_RRT_biased_filter_testing,86,0.0037589048983564318
186,uniform_biased_RRT_biased_filter_testing,87,0.0026561448785369065
187,uniform_biased_RRT_biased_filter_testing,88,0.0016232910819140409
188,uniform_biased_RRT_biased_filter_testing,89,0.0026978099913951307
189,uniform_biased_RRT_biased_filter_testing,9,0.002572465081589259
190,uniform_biased_RRT_biased_filter_testing,90,0.0008410398916077248
191,uniform_biased_RRT_biased_filter_testing,91,0.0014469374193553763
192,uniform_biased_RRT_biased_filter_testing,92,0.002539800028860071
193,uniform_biased_RRT_biased_filter_testing,93,0.0015125411257230462
194,uniform_biased_RRT_biased_filter_testing,94,0.001226681266036626
195,uniform_biased_RRT_biased_filter_testing,95,0.0018764964258412768
196,uniform_biased_RRT_biased_filter_testing,96,0.0017488915053598534
197,uniform_biased_RRT_biased_filter_testing,97,0.001287683407893082
198,uniform_biased_RRT_biased_filter_testing,98,0.0017730660269515586
199,uniform_biased_RRT_biased_filter_testing,99,0.0020953250840624604
200,uniform_biased_RRT_biased_filter_wide_testing,0,0.0035714337688119023
201,uniform_biased_RRT_biased_filter_wide_testing,1,0.0011186552192084958
202,uniform_biased_RRT_biased_filter_wide_testing,10,0.0021848062016585346
203,uniform_biased_RRT_biased_filter_wide_testing,11,0.0023336040755578564
204,uniform_biased_RRT_biased_filter_wide_testing,12,0.0018452383237246262
205,uniform_biased_RRT_biased_filter_wide_testing,13,0.001633723072719237
206,uniform_biased_RRT_biased_filter_wide_testing,14,0.0009060798741438763
207,uniform_biased_RRT_biased_filter_wide_testing,15,0.0010294385014481852
208,uniform_biased_RRT_biased_filter_wide_testing,16,0.0015727763303966368
209,uniform_biased_RRT_biased_filter_wide_testing,17,0.0022417577380855684
210,uniform_biased_RRT_biased_filter_wide_testing,18,0.0009076753321427949
211,uniform_biased_RRT_biased_filter_wide_testing,19,0.0018952248477194819
212,uniform_biased_RRT_biased_filter_wide_testing,2,0.0017650629668734669
213,uniform_biased_RRT_biased_filter_wide_testing,20,0.0015172613867277273
214,uniform_biased_RRT_biased_filter_wide_testing,21,0.001584081097931136
215,uniform_biased_RRT_biased_filter_wide_testing,22,0.002265932276987533
216,uniform_biased_RRT_biased_filter_wide_testing,23,0.002186050915794547
217,uniform_biased_RRT_biased_filter_wide_testing,24,0.004523867391252594
218,uniform_biased_RRT_biased_filter_wide_testing,25,0.0017078969658252472
219,uniform_biased_RRT_biased_filter_wide_testing,26,0.0008691023488690261
220,uniform_biased_RRT_biased_filter_wide_testing,27,0.0010024148222053456
221,uniform_biased_RRT_biased_filter_wide_testing,28,0.002340593404594723
222,uniform_biased_RRT_biased_filter_wide_testing,29,0.0008804870252827082
223,uniform_biased_RRT_biased_filter_wide_testing,3,0.0015087687040051371
224,uniform_biased_RRT_biased_filter_wide_testing,30,0.002854113076267427
225,uniform_biased_RRT_biased_filter_wide_testing,31,0.0027165897745358215
226,uniform_biased_RRT_biased_filter_wide_testing,32,0.0009743345683421054
227,uniform_biased_RRT_biased_filter_wide_testing,33,0.001757309218354796
228,uniform_biased_RRT_biased_filter_wide_testing,34,0.0008629557303056191
229,uniform_biased_RRT_biased_filter_wide_testing,35,0.0014247068297006233
230,uniform_biased_RRT_biased_filter_wide_testing,36,0.0010808749595508768
231,uniform_biased_RRT_biased_filter_wide_testing,37,0.0010344472156851613
232,uniform_biased_RRT_biased_filter_wide_testing,38,0.0015585633168316352
233,uniform_biased_RRT_biased_filter_wide_testing,39,0.0018764138896650304
234,uniform_biased_RRT_biased_filter_wide_testing,4,0.0012558736871968535
235,uniform_biased_RRT_biased_filter_wide_testing,40,0.0014928853452431028
236,uniform_biased_RRT_biased_filter_wide_testing,41,0.00169042938586621
237,uniform_biased_RRT_biased_filter_wide_testing,42,0.0007262880832920421
238,uniform_biased_RRT_biased_filter_wide_testing,43,0.0016716163383135871
239,uniform_biased_RRT_biased_filter_wide_testing,44,0.0018231220963226987
240,uniform_biased_RRT_biased_filter_wide_testing,45,0.0012920220501080946
241,uniform_biased_RRT_biased_filter_wide_testing,46,0.0010067483383835428
242,uniform_biased_RRT_biased_filter_wide_testing,47,0.0016896265167676225
243,uniform_biased_RRT_biased_filter_wide_testing,48,0.0026852283751660202
244,uniform_biased_RRT_biased_filter_wide_testing,49,0.0018479099806336637
245,uniform_biased_RRT_biased_filter_wide_testing,5,0.0016130570778112422
246,uniform_biased_RRT_biased_filter_wide_testing,50,0.002925249500406129
247,uniform_biased_RRT_biased_filter_wide_testing,51,0.002166944228250109
248,uniform_biased_RRT_biased_filter_wide_testing,52,0.0013000383139952225
249,uniform_biased_RRT_biased_filter_wide_testing,53,0.00247557721120169
250,uniform_biased_RRT_biased_filter_wide_testing,54,0.001980441059846701
251,uniform_biased_RRT_biased_filter_wide_testing,55,0.0016794197364691948
252,uniform_biased_RRT_biased_filter_wide_testing,56,0.0013116038865817867
253,uniform_biased_RRT_biased_filter_wide_testing,57,0.0019924313672202115
254,uniform_biased_RRT_biased_filter_wide_testing,58,0.0011163785356130666
255,uniform_biased_RRT_biased_filter_wide_testing,59,0.0017566818112077821
256,uniform_biased_RRT_biased_filter_wide_testing,6,0.0020354655046268804
257,uniform_biased_RRT_biased_filter_wide_testing,60,0.0010745883615175095
258,uniform_biased_RRT_biased_filter_wide_testing,61,0.0017478844471742383
259,uniform_biased_RRT_biased_filter_wide_testing,62,0.0011925683586085567
260,uniform_biased_RRT_biased_filter_wide_testing,63,0.0012829922808166112
261,uniform_biased_RRT_biased_filter_wide_testing,64,0.0018249938581027263
262,uniform_biased_RRT_biased_filter_wide_testing,65,0.0019941611099603654
263,uniform_biased_RRT_biased_filter_wide_testing,66,0.0006876886822891487
264,uniform_biased_RRT_biased_filter_wide_testing,67,0.0018284571286106047
265,uniform_biased_RRT_biased_filter_wide_testing,68,0.0011606797183753887
266,uniform_biased_RRT_biased_filter_wide_testing,69,0.0006008254281856442
267,uniform_biased_RRT_biased_filter_wide_testing,7,0.0022044089145045044
268,uniform_biased_RRT_biased_filter_wide_testing,70,0.0014518650958180803
269,uniform_biased_RRT_biased_filter_wide_testing,71,0.0008555682072774892
270,uniform_biased_RRT_biased_filter_wide_testing,72,0.0010371502274347342
271,uniform_biased_RRT_biased_filter_wide_testing,73,0.0015562171113675818
272,uniform_biased_RRT_biased_filter_wide_testing,74,0.001234217041456072
273,uniform_biased_RRT_biased_filter_wide_testing,75,0.001471934453735719
274,uniform_biased_RRT_biased_filter_wide_testing,76,0.0020638000953364564
275,uniform_biased_RRT_biased_filter_wide_testing,77,0.0006793244161871883
276,uniform_biased_RRT_biased_filter_wide_testing,78,0.0006739262315096381
277,uniform_biased_RRT_biased_filter_wide_testing,79,0.0010936266102678025
278,uniform_biased_RRT_biased_filter_wide_testing,8,0.0014605387185167788
279,uniform_biased_RRT_biased_filter_wide_testing,80,0.001456957114667377
280,uniform_biased_RRT_biased_filter_wide_testing,81,0.0018124323378792455
281,uniform_biased_RRT_biased_filter_wide_testing,82,0.0014503305437794005
282,uniform_biased_RRT_biased_filter_wide_testing,83,0.0023704572984227443
283,uniform_biased_RRT_biased_filter_wide_testing,84,0.0014395025723879609
284,uniform_biased_RRT_biased_filter_wide_testing,85,0.0015494406274781656
285,uniform_biased_RRT_biased_filter_wide_testing,86,0.001989766236025732
286,uniform_biased_RRT_biased_filter_wide_testing,87,0.001290946790201299
287,uniform_biased_RRT_biased_filter_wide_testing,88,0.0017433401057039277
288,uniform_biased_RRT_biased_filter_wide_testing,89,0.0017911239360553855
289,uniform_biased_RRT_biased_filter_wide_testing,9,0.0018152409120485915
290,uniform_biased_RRT_biased_filter_wide_testing,90,0.0014898258421747915
291,uniform_biased_RRT_biased_filter_wide_testing,91,0.001782245231528445
292,uniform_biased_RRT_biased_filter_wide_testing,92,0.002445326397223421
293,uniform_biased_RRT_biased_filter_wide_testing,93,0.00269068142980557
294,uniform_biased_RRT_biased_filter_wide_testing,94,0.0024182034059267625
295,uniform_biased_RRT_biased_filter_wide_testing,95,0.0015952735294781548
296,uniform_biased_RRT_biased_filter_wide_testing,96,0.0035034777096347703
297,uniform_biased_RRT_biased_filter_wide_testing,97,0.002257548876233144
298,uniform_biased_RRT_biased_filter_wide_testing,98,0.0014469272917002284
299,uniform_biased_RRT_biased_filter_wide_testing,99,0.001484908720669259
300,uniform_biased_RRT_biased_no_filter_testing,0,0.009102015177933055
301,uniform_biased_RRT_biased_no_filter_testing,1,0.0045110543439186
302,uniform_biased_RRT_biased_no_filter_testing,10,0.004381762124248131
303,uniform_biased_RRT_biased_no_filter_testing,11,0.004519190045897071
304,uniform_biased_RRT_biased_no_filter_testing,12,0.009310481627780663
305,uniform_biased_RRT_biased_no_filter_testing,13,0.010261486005686474
306,uniform_biased_RRT_biased_no_filter_testing,14,0.007765570886939465
307,uniform_biased_RRT_biased_no_filter_testing,15,0.0034873537095614707
308,uniform_biased_RRT_biased_no_filter_testing,16,0.008303568703592902
309,uniform_biased_RRT_biased_no_filter_testing,17,0.0038427606851414216
310,uniform_biased_RRT_biased_no_filter_testing,18,0.0072271201920392466
311,uniform_biased_RRT_biased_no_filter_testing,19,0.008085854131797767
312,uniform_biased_RRT_biased_no_filter_testing,2,0.004882828383068067
313,uniform_biased_RRT_biased_no_filter_testing,20,0.004985610025971327
314,uniform_biased_RRT_biased_no_filter_testing,21,0.007098253962295533
315,uniform_biased_RRT_biased_no_filter_testing,22,0.010561022229428606
316,uniform_biased_RRT_biased_no_filter_testing,23,0.01009044985415048
317,uniform_biased_RRT_biased_no_filter_testing,24,0.00547152151897202
318,uniform_biased_RRT_biased_no_filter_testing,25,0.00586776377998862
319,uniform_biased_RRT_biased_no_filter_testing,26,0.004706282064648019
320,uniform_biased_RRT_biased_no_filter_testing,27,0.0066395505041123674
321,uniform_biased_RRT_biased_no_filter_testing,28,0.009900685541077455
322,uniform_biased_RRT_biased_no_filter_testing,29,0.008651601075016281
323,uniform_biased_RRT_biased_no_filter_testing,3,0.006730911148165021
324,uniform_biased_RRT_biased_no_filter_testing,30,0.011419621561171116
325,uniform_biased_RRT_biased_no_filter_testing,31,0.007828771008196136
326,uniform_biased_RRT_biased_no_filter_testing,32,0.004319722657733532
327,uniform_biased_RRT_biased_no_filter_testing,33,0.008699192917621154
328,uniform_biased_RRT_biased_no_filter_testing,34,0.0060791472716363835
329,uniform_biased_RRT_biased_no_filter_testing,35,0.006575411110216667
330,uniform_biased_RRT_biased_no_filter_testing,36,0.007181371080114325
331,uniform_biased_RRT_biased_no_filter_testing,37,0.005268082892686481
332,uniform_biased_RRT_biased_no_filter_testing,38,0.01890271977349641
333,uniform_biased_RRT_biased_no_filter_testing,39,0.009240692537153497
334,uniform_biased_RRT_biased_no_filter_testing,4,0.008135724847745206
335,uniform_biased_RRT_biased_no_filter_testing,40,0.005228892274192746
336,uniform_biased_RRT_biased_no_filter_testing,41,0.01400093759005019
337,uniform_biased_RRT_biased_no_filter_testing,42,0.004502924094736841
338,uniform_biased_RRT_biased_no_filter_testing,43,0.00594439054182191
339,uniform_biased_RRT_biased_no_filter_testing,44,0.005305748897343076
340,uniform_biased_RRT_biased_no_filter_testing,45,0.004285665174697178
341,uniform_biased_RRT_biased_no_filter_testing,46,0.0038278682600511363
342,uniform_biased_RRT_biased_no_filter_testing,47,0.013933196317954808
343,uniform_biased_RRT_biased_no_filter_testing,48,0.004813539996881462
344,uniform_biased_RRT_biased_no_filter_testing,49,0.0028624767938506025
345,uniform_biased_RRT_biased_no_filter_testing,5,0.010512036356358268
346,uniform_biased_RRT_biased_no_filter_testing,50,0.006498027334131463
347,uniform_biased_RRT_biased_no_filter_testing,51,0.008960960290480437
348,uniform_biased_RRT_biased_no_filter_testing,52,0.007868088668829083
349,uniform_biased_RRT_biased_no_filter_testing,53,0.004852696266728058
350,uniform_biased_RRT_biased_no_filter_testing,54,0.006540146765782244
351,uniform_biased_RRT_biased_no_filter_testing,55,0.0042593103687093
352,uniform_biased_RRT_biased_no_filter_testing,56,0.011841384760995803
353,uniform_biased_RRT_biased_no_filter_testing,57,0.004475767529529238
354,uniform_biased_RRT_biased_no_filter_testing,58,0.014390996785674641
355,uniform_biased_RRT_biased_no_filter_testing,59,0.003343391635061205
356,uniform_biased_RRT_biased_no_filter_testing,6,0.007220339290057497
357,uniform_biased_RRT_biased_no_filter_testing,60,0.007925067446801217
358,uniform_biased_RRT_biased_no_filter_testing,61,0.006707431017193303
359,uniform_biased_RRT_biased_no_filter_testing,62,0.006035951610325101
360,uniform_biased_RRT_biased_no_filter_testing,63,0.012271352462204035
361,uniform_biased_RRT_biased_no_filter_testing,64,0.004097525818019156
362,uniform_biased_RRT_biased_no_filter_testing,65,0.002834594380026002
363,uniform_biased_RRT_biased_no_filter_testing,66,0.007915238976523816
364,uniform_biased_RRT_biased_no_filter_testing,67,0.005778973683497091
365,uniform_biased_RRT_biased_no_filter_testing,68,0.006472425521843053
366,uniform_biased_RRT_biased_no_filter_testing,69,0.010182497086876727
367,uniform_biased_RRT_biased_no_filter_testing,7,0.009421964767371963
368,uniform_biased_RRT_biased_no_filter_testing,70,0.006560181224825457
369,uniform_biased_RRT_biased_no_filter_testing,71,0.012377082318036308
370,uniform_biased_RRT_biased_no_filter_testing,72,0.005729594266504017
371,uniform_biased_RRT_biased_no_filter_testing,73,0.005202997766436956
372,uniform_biased_RRT_biased_no_filter_testing,74,0.00677344041777123
373,uniform_biased_RRT_biased_no_filter_testing,75,0.008683405537587056
374,uniform_biased_RRT_biased_no_filter_testing,76,0.006152919773072122
375,uniform_biased_RRT_biased_no_filter_testing,77,0.004793531764959487
376,uniform_biased_RRT_biased_no_filter_testing,78,0.016729497257718433
377,uniform_biased_RRT_biased_no_filter_testing,79,0.005614090615002447
378,uniform_biased_RRT_biased_no_filter_testing,8,0.012804230003238413
379,uniform_biased_RRT_biased_no_filter_testing,80,0.007289508440377439
380,uniform_biased_RRT_biased_no_filter_testing,81,0.007859671342873685
381,uniform_biased_RRT_biased_no_filter_testing,82,0.004841009038417781
382,uniform_biased_RRT_biased_no_filter_testing,83,0.006229848437880344
383,uniform_biased_RRT_biased_no_filter_testing,84,0.00598925993247452
384,uniform_biased_RRT_biased_no_filter_testing,85,0.005280429795948773
385,uniform_biased_RRT_biased_no_filter_testing,86,0.004112839420139771
386,uniform_biased_RRT_biased_no_filter_testing,87,0.005759143573475736
387,uniform_biased_RRT_biased_no_filter_testing,88,0.0062610366731856455
388,uniform_biased_RRT_biased_no_filter_testing,89,0.005779200177528887
389,uniform_biased_RRT_biased_no_filter_testing,9,0.01159889608142193
390,uniform_biased_RRT_biased_no_filter_testing,90,0.006572922238616192
391,uniform_biased_RRT_biased_no_filter_testing,91,0.008560881808625825
392,uniform_biased_RRT_biased_no_filter_testing,92,0.006228632069008379
393,uniform_biased_RRT_biased_no_filter_testing,93,0.007734596254640902
394,uniform_biased_RRT_biased_no_filter_testing,94,0.009216870589408876
395,uniform_biased_RRT_biased_no_filter_testing,95,0.007831919918816656
396,uniform_biased_RRT_biased_no_filter_testing,96,0.009300860340195515
397,uniform_biased_RRT_biased_no_filter_testing,97,0.007758917977291515
398,uniform_biased_RRT_biased_no_filter_testing,98,0.004933081090663283
399,uniform_biased_RRT_biased_no_filter_testing,99,0.004096735987129306
400,uniform_biased_RRT_biased_no_fitler_wide_testing,0,0.0048804252305685554
401,uniform_biased_RRT_biased_no_fitler_wide_testing,1,0.0037222784614908753
402,uniform_biased_RRT_biased_no_fitler_wide_testing,10,0.0058616832260418635
403,uniform_biased_RRT_biased_no_fitler_wide_testing,11,0.0025927874139945076
404,uniform_biased_RRT_biased_no_fitler_wide_testing,12,0.004858600709416417
405,uniform_biased_RRT_biased_no_fitler_wide_testing,13,0.007078367435553572
406,uniform_biased_RRT_biased_no_fitler_wide_testing,14,0.011879893828462806
407,uniform_biased_RRT_biased_no_fitler_wide_testing,15,0.004308743996599589
408,uniform_biased_RRT_biased_no_fitler_wide_testing,16,0.006953009676204643
409,uniform_biased_RRT_biased_no_fitler_wide_testing,17,0.005284955468085721
410,uniform_biased_RRT_biased_no_fitler_wide_testing,18,0.005975571020610238
411,uniform_biased_RRT_biased_no_fitler_wide_testing,19,0.006101920628516597
412,uniform_biased_RRT_biased_no_fitler_wide_testing,2,0.008502162814486652
413,uniform_biased_RRT_biased_no_fitler_wide_testing,20,0.003289597645861999
414,uniform_biased_RRT_biased_no_fitler_wide_testing,21,0.011876875804478845
415,uniform_biased_RRT_biased_no_fitler_wide_testing,22,0.00484776531006663
416,uniform_biased_RRT_biased_no_fitler_wide_testing,23,0.005780018135465517
417,uniform_biased_RRT_biased_no_fitler_wide_testing,24,0.006275927732845819
418,uniform_biased_RRT_biased_no_fitler_wide_testing,25,0.004710817654240157
419,uniform_biased_RRT_biased_no_fitler_wide_testing,26,0.0046622881838916845
420,uniform_biased_RRT_biased_no_fitler_wide_testing,27,0.00330530485127498
421,uniform_biased_RRT_biased_no_fitler_wide_testing,28,0.0036423608228581088
422,uniform_biased_RRT_biased_no_fitler_wide_testing,29,0.008667234450737563
